     tim; pos; vol; res; sPs; tur; rat; amp; pow; eAd; eDm; eFl; sNw; sKh; 
   23.53; 4; 740; 0.28; 23.552; 51.228; 0.163; 430.79; 318781.64; 283715.66; 0.0; 9300355.577; 23.564; 84.83; 
   23.57; 4; 740; 0.28; 23.564; 51.254; 0.163; 430.79; 318781.64; 283715.66; 0.0; 9309812.766; 23.576; 84.874; 
   23.60; 4; 740; 0.28; 23.576; 51.281; 0.163; 430.79; 318781.64; 283715.66; 0.0; 9319269.955; 23.588; 84.917; 
   23.63; 4; 740; 0.28; 23.588; 51.307; 0.163; 430.79; 318781.64; 283715.66; 0.0; 9328727.144; 23.6; 84.96; 
   23.67; 4; 740; 0.28; 23.6; 51.333; 0.163; 430.79; 318781.64; 283715.66; 0.0; 9338184.333; 23.612; 85.003; 
   23.70; 4; 740; 0.28; 23.612; 51.359; 0.163; 430.79; 318781.64; 283715.66; 0.0; 9347641.522; 23.623; 85.043; 
   23.73; 4; 740; 0.28; 23.623; 51.383; 0.163; 430.79; 318781.64; 283715.66; 0.0; 9357098.711; 23.635; 85.086; 
   23.77; 4; 740; 0.28; 23.635; 51.409; 0.163; 430.79; 318781.64; 283715.66; 0.0; 9366555.9; 23.647; 85.129; 
   23.80; 4; 740; 0.28; 23.647; 51.435; 0.163; 430.79; 318781.64; 283715.66; 0.0; 9376013.089; 23.659; 85.172; 
   23.83; 4; 740; 0.28; 23.659; 51.461; 0.163; 430.79; 318781.64; 283715.66; 0.0; 9385470.278; 23.671; 85.216; 
   23.87; 4; 740; 0.28; 23.671; 51.487; 0.163; 430.79; 318781.64; 283715.66; 0.0; 9394927.467; 23.683; 85.259; 
   23.90; 4; 740; 0.28; 23.683; 51.513; 0.163; 430.79; 318781.64; 283715.66; 0.0; 9404384.656; 23.695; 85.302; 
   23.93; 4; 740; 0.28; 23.695; 51.539; 0.162; 428.14; 316825.82; 281974.98; 0.0; 9413783.822; 23.707; 85.345; 
   23.97; 4; 740; 0.28; 23.707; 51.566; 0.162; 428.14; 316825.82; 281974.98; 0.0; 9423182.988; 23.719; 85.388; 
   24.00; 4; 740; 0.28; 23.719; 51.592; 0.162; 428.14; 316825.82; 281974.98; 0.0; 9432582.154; 23.731; 85.432; 
   24.03; 4; 740; 0.28; 23.731; 51.618; 0.162; 428.14; 316825.82; 281974.98; 0.0; 9441981.32; 23.742; 85.471; 
   24.07; 4; 740; 0.28; 23.742; 51.642; 0.162; 428.14; 316825.82; 281974.98; 0.0; 9451380.486; 23.754; 85.514; 
   24.10; 4; 740; 0.28; 23.754; 51.668; 0.162; 428.14; 316825.82; 281974.98; 0.0; 9460779.652; 23.766; 85.558; 
   24.13; 4; 740; 0.28; 23.766; 51.694; 0.162; 428.14; 316825.82; 281974.98; 0.0; 9470178.818; 23.778; 85.601; 
   24.17; 4; 740; 0.28; 23.778; 51.72; 0.162; 428.14; 316825.82; 281974.98; 0.0; 9479577.984; 23.79; 85.644; 
   24.20; 4; 740; 0.28; 23.79; 51.746; 0.162; 428.14; 316825.82; 281974.98; 0.0; 9488977.15; 23.801; 85.684; 
   24.23; 4; 740; 0.28; 23.801; 51.77; 0.162; 428.14; 316825.82; 281974.98; 0.0; 9498376.316; 23.813; 85.727; 
   24.27; 4; 740; 0.28; 23.813; 51.796; 0.162; 428.14; 316825.82; 281974.98; 0.0; 9507775.482; 23.825; 85.77; 
   24.30; 4; 740; 0.28; 23.825; 51.822; 0.162; 428.14; 316825.82; 281974.98; 0.0; 9517174.648; 23.837; 85.813; 
   24.33; 4; 740; 0.28; 23.837; 51.848; 0.162; 428.14; 316825.82; 281974.98; 0.0; 9526573.814; 23.848; 85.853; 
   24.37; 4; 740; 0.28; 23.848; 51.872; 0.162; 428.14; 316825.82; 281974.98; 0.0; 9535972.98; 23.86; 85.896; 
   24.40; 4; 740; 0.28; 23.86; 51.898; 0.162; 428.14; 316825.82; 281974.98; 0.0; 9545372.146; 23.872; 85.939; 
   24.43; 4; 740; 0.28; 23.872; 51.924; 0.161; 425.5; 314870.0; 280234.3; 0.0; 9554713.289; 23.884; 85.982; 
   24.47; 4; 740; 0.28; 23.884; 51.951; 0.161; 425.5; 314870.0; 280234.3; 0.0; 9564054.432; 23.895; 86.022; 
   24.50; 4; 740; 0.28; 23.895; 51.974; 0.161; 425.5; 314870.0; 280234.3; 0.0; 9573395.575; 23.907; 86.065; 
   24.53; 4; 740; 0.28; 23.907; 52.001; 0.161; 425.5; 314870.0; 280234.3; 0.0; 9582736.718; 23.919; 86.108; 
   24.57; 4; 740; 0.28; 23.919; 52.027; 0.161; 425.5; 314870.0; 280234.3; 0.0; 9592077.861; 23.93; 86.148; 
   24.60; 4; 740; 0.28; 23.93; 52.051; 0.161; 425.5; 314870.0; 280234.3; 0.0; 9601419.004; 23.942; 86.191; 
   24.63; 4; 740; 0.28; 23.942; 52.077; 0.161; 425.5; 314870.0; 280234.3; 0.0; 9610760.147; 23.954; 86.234; 
   24.67; 4; 740; 0.28; 23.954; 52.103; 0.161; 425.5; 314870.0; 280234.3; 0.0; 9620101.29; 23.965; 86.274; 
   24.70; 4; 740; 0.28; 23.965; 52.127; 0.161; 425.5; 314870.0; 280234.3; 0.0; 9629442.433; 23.977; 86.317; 
   24.73; 4; 740; 0.28; 23.977; 52.153; 0.161; 425.5; 314870.0; 280234.3; 0.0; 9638783.576; 23.989; 86.36; 
   24.77; 4; 740; 0.28; 23.989; 52.179; 0.161; 425.5; 314870.0; 280234.3; 0.0; 9648124.719; 24.0; 86.4; 
   24.80; 4; 740; 0.28; 24.0; 52.203; 0.161; 425.5; 314870.0; 280234.3; 0.0; 9657465.862; 24.012; 86.443; 
   24.83; 4; 740; 0.28; 24.012; 52.229; 0.161; 425.5; 314870.0; 280234.3; 0.0; 9666807.005; 24.023; 86.483; 
   24.87; 4; 740; 0.28; 24.023; 52.253; 0.161; 425.5; 314870.0; 280234.3; 0.0; 9676148.148; 24.035; 86.526; 
   24.90; 4; 740; 0.28; 24.035; 52.279; 0.161; 425.5; 314870.0; 280234.3; 0.0; 9685489.291; 24.047; 86.569; 
   24.93; 4; 740; 0.28; 24.047; 52.305; 0.161; 425.5; 314870.0; 280234.3; 0.0; 9694830.434; 24.058; 86.609; 
   24.97; 4; 740; 0.28; 24.058; 52.329; 0.16; 422.86; 312914.18; 278493.62; 0.0; 9704113.555; 24.07; 86.652; 
   25.00; 4; 740; 0.28; 24.07; 52.355; 0.16; 422.86; 312914.18; 278493.62; 0.0; 9713396.676; 24.081; 86.692; 
   25.03; 4; 740; 0.28; 24.081; 52.379; 0.16; 422.86; 312914.18; 278493.62; 0.0; 9722679.797; 24.093; 86.735; 
   25.07; 4; 740; 0.28; 24.093; 52.405; 0.16; 422.86; 312914.18; 278493.62; 0.0; 9731962.918; 24.104; 86.774; 
   25.10; 4; 740; 0.28; 24.104; 52.429; 0.16; 422.86; 312914.18; 278493.62; 0.0; 9741246.039; 24.116; 86.818; 
   25.13; 4; 740; 0.28; 24.116; 52.455; 0.16; 422.86; 312914.18; 278493.62; 0.0; 9750529.16; 24.127; 86.857; 
   25.17; 4; 740; 0.28; 24.127; 52.479; 0.16; 422.86; 312914.18; 278493.62; 0.0; 9759812.281; 24.139; 86.9; 
   25.20; 4; 740; 0.28; 24.139; 52.505; 0.16; 422.86; 312914.18; 278493.62; 0.0; 9769095.402; 24.15; 86.94; 
   25.23; 4; 740; 0.28; 24.15; 52.529; 0.16; 422.86; 312914.18; 278493.62; 0.0; 9778378.523; 24.162; 86.983; 
   25.27; 4; 740; 0.28; 24.162; 52.555; 0.16; 422.86; 312914.18; 278493.62; 0.0; 9787661.644; 24.173; 87.023; 
   25.30; 4; 740; 0.28; 24.173; 52.579; 0.16; 422.86; 312914.18; 278493.62; 0.0; 9796944.765; 24.185; 87.066; 
   25.33; 4; 740; 0.28; 24.185; 52.605; 0.16; 422.86; 312914.18; 278493.62; 0.0; 9806227.886; 24.196; 87.106; 
   25.37; 4; 740; 0.28; 24.196; 52.629; 0.16; 422.86; 312914.18; 278493.62; 0.0; 9815511.007; 24.207; 87.145; 
   25.40; 4; 740; 0.28; 24.207; 52.653; 0.16; 422.86; 312914.18; 278493.62; 0.0; 9824794.128; 24.219; 87.188; 
   25.43; 4; 740; 0.28; 24.219; 52.679; 0.16; 422.86; 312914.18; 278493.62; 0.0; 9834077.249; 24.23; 87.228; 
   25.47; 4; 740; 0.28; 24.23; 52.703; 0.159; 420.21; 310958.36; 276752.94; 0.0; 9843302.347; 24.242; 87.271; 
   25.50; 4; 740; 0.28; 24.242; 52.729; 0.159; 420.21; 310958.36; 276752.94; 0.0; 9852527.445; 24.253; 87.311; 
   25.53; 4; 740; 0.28; 24.253; 52.753; 0.159; 420.21; 310958.36; 276752.94; 0.0; 9861752.543; 24.264; 87.35; 
   25.57; 4; 740; 0.28; 24.264; 52.777; 0.159; 420.21; 310958.36; 276752.94; 0.0; 9870977.641; 24.276; 87.394; 
   25.60; 4; 740; 0.28; 24.276; 52.803; 0.159; 420.21; 310958.36; 276752.94; 0.0; 9880202.739; 24.287; 87.433; 
   25.63; 4; 740; 0.28; 24.287; 52.827; 0.159; 420.21; 310958.36; 276752.94; 0.0; 9889427.837; 24.298; 87.473; 
   25.67; 4; 740; 0.28; 24.298; 52.851; 0.159; 420.21; 310958.36; 276752.94; 0.0; 9898652.935; 24.31; 87.516; 
   25.70; 4; 740; 0.28; 24.31; 52.877; 0.159; 420.21; 310958.36; 276752.94; 0.0; 9907878.033; 24.321; 87.556; 
   25.73; 4; 740; 0.28; 24.321; 52.901; 0.159; 420.21; 310958.36; 276752.94; 0.0; 9917103.131; 24.332; 87.595; 
   25.77; 4; 740; 0.28; 24.332; 52.925; 0.159; 420.21; 310958.36; 276752.94; 0.0; 9926328.229; 24.344; 87.638; 
   25.80; 4; 740; 0.28; 24.344; 52.951; 0.159; 420.21; 310958.36; 276752.94; 0.0; 9935553.327; 24.355; 87.678; 
   25.83; 4; 740; 0.28; 24.355; 52.975; 0.159; 420.21; 310958.36; 276752.94; 0.0; 9944778.425; 24.366; 87.718; 
   25.87; 4; 740; 0.28; 24.366; 52.999; 0.159; 420.21; 310958.36; 276752.94; 0.0; 9954003.523; 24.378; 87.761; 
   25.90; 4; 740; 0.28; 24.378; 53.025; 0.159; 420.21; 310958.36; 276752.94; 0.0; 9963228.621; 24.389; 87.8; 
   25.93; 4; 740; 0.28; 24.389; 53.049; 0.159; 420.21; 310958.36; 276752.94; 0.0; 9972453.719; 24.4; 87.84; 
   25.97; 4; 740; 0.28; 24.4; 53.073; 0.159; 420.21; 310958.36; 276752.94; 0.0; 9981678.817; 24.411; 87.88; 
   26.00; 4; 740; 0.28; 24.411; 53.097; 0.158; 417.57; 309002.54; 275012.261; 0.0; 9990845.892; 24.423; 87.923; 
   26.03; 4; 740; 0.28; 24.423; 53.123; 0.158; 417.57; 309002.54; 275012.261; 0.0; 10000012.967; 24.434; 87.962; 
   26.07; 4; 740; 0.28; 24.434; 53.147; 0.158; 417.57; 309002.54; 275012.261; 0.0; 10009180.042; 24.445; 88.002; 
   26.10; 4; 740; 0.28; 24.445; 53.171; 0.158; 417.57; 309002.54; 275012.261; 0.0; 10018347.117; 24.456; 88.042; 
   26.13; 4; 740; 0.28; 24.456; 53.195; 0.158; 417.57; 309002.54; 275012.261; 0.0; 10027514.192; 24.467; 88.081; 
   26.17; 4; 740; 0.28; 24.467; 53.219; 0.158; 417.57; 309002.54; 275012.261; 0.0; 10036681.267; 24.479; 88.124; 
   26.20; 4; 740; 0.28; 24.479; 53.245; 0.158; 417.57; 309002.54; 275012.261; 0.0; 10045848.342; 24.49; 88.164; 
   26.23; 4; 740; 0.28; 24.49; 53.269; 0.158; 417.57; 309002.54; 275012.261; 0.0; 10055015.417; 24.501; 88.204; 
   26.27; 4; 740; 0.28; 24.501; 53.293; 0.158; 417.57; 309002.54; 275012.261; 0.0; 10064182.492; 24.512; 88.243; 
   26.30; 4; 740; 0.28; 24.512; 53.316; 0.158; 417.57; 309002.54; 275012.261; 0.0; 10073349.567; 24.523; 88.283; 
   26.33; 4; 740; 0.28; 24.523; 53.34; 0.158; 417.57; 309002.54; 275012.261; 0.0; 10082516.642; 24.534; 88.322; 
   26.37; 4; 740; 0.28; 24.534; 53.364; 0.158; 417.57; 309002.54; 275012.261; 0.0; 10091683.717; 24.546; 88.366; 
   26.40; 4; 740; 0.28; 24.546; 53.39; 0.158; 417.57; 309002.54; 275012.261; 0.0; 10100850.792; 24.557; 88.405; 
   26.43; 4; 740; 0.28; 24.557; 53.414; 0.158; 417.57; 309002.54; 275012.261; 0.0; 10110017.867; 24.568; 88.445; 
   26.47; 4; 740; 0.28; 24.568; 53.438; 0.158; 417.57; 309002.54; 275012.261; 0.0; 10119184.942; 24.579; 88.484; 
   26.50; 4; 740; 0.28; 24.579; 53.462; 0.158; 417.57; 309002.54; 275012.261; 0.0; 10128352.017; 24.59; 88.524; 
   26.53; 4; 740; 0.28; 24.59; 53.486; 0.158; 417.57; 309002.54; 275012.261; 0.0; 10137519.092; 24.601; 88.564; 
   26.57; 4; 740; 0.28; 24.601; 53.51; 0.157; 414.93; 307047.46; 273272.239; 0.0; 10146628.167; 24.612; 88.603; 
   26.60; 4; 740; 0.28; 24.612; 53.534; 0.157; 414.93; 307047.46; 273272.239; 0.0; 10155737.242; 24.623; 88.643; 
   26.63; 4; 740; 0.28; 24.623; 53.558; 0.157; 414.93; 307047.46; 273272.239; 0.0; 10164846.317; 24.634; 88.682; 
   26.67; 4; 740; 0.28; 24.634; 53.582; 0.157; 414.93; 307047.46; 273272.239; 0.0; 10173955.392; 24.645; 88.722; 
   26.70; 4; 740; 0.28; 24.645; 53.606; 0.157; 414.93; 307047.46; 273272.239; 0.0; 10183064.467; 24.657; 88.765; 
   26.73; 4; 740; 0.28; 24.657; 53.632; 0.157; 414.93; 307047.46; 273272.239; 0.0; 10192173.542; 24.668; 88.805; 
   26.77; 4; 740; 0.28; 24.668; 53.656; 0.157; 414.93; 307047.46; 273272.239; 0.0; 10201282.617; 24.679; 88.844; 
   26.80; 4; 740; 0.28; 24.679; 53.68; 0.157; 414.93; 307047.46; 273272.239; 0.0; 10210391.692; 24.69; 88.884; 
   26.83; 4; 740; 0.28; 24.69; 53.704; 0.157; 414.93; 307047.46; 273272.239; 0.0; 10219500.767; 24.701; 88.924; 
   26.87; 4; 740; 0.28; 24.701; 53.728; 0.157; 414.93; 307047.46; 273272.239; 0.0; 10228609.842; 24.712; 88.963; 
   26.90; 4; 740; 0.28; 24.712; 53.752; 0.157; 414.93; 307047.46; 273272.239; 0.0; 10237718.917; 24.723; 89.003; 
   26.93; 4; 740; 0.28; 24.723; 53.775; 0.157; 414.93; 307047.46; 273272.239; 0.0; 10246827.992; 24.734; 89.042; 
   26.97; 4; 740; 0.28; 24.734; 53.799; 0.157; 414.93; 307047.46; 273272.239; 0.0; 10255937.067; 24.745; 89.082; 
   27.00; 4; 740; 0.28; 24.745; 53.823; 0.157; 414.93; 307047.46; 273272.239; 0.0; 10265046.142; 24.756; 89.122; 
   27.03; 4; 740; 0.28; 24.756; 53.847; 0.157; 414.93; 307047.46; 273272.239; 0.0; 10274155.217; 24.767; 89.161; 
   27.07; 4; 740; 0.28; 24.767; 53.871; 0.157; 414.93; 307047.46; 273272.239; 0.0; 10283264.292; 24.778; 89.201; 
   27.10; 4; 740; 0.28; 24.778; 53.895; 0.157; 414.93; 307047.46; 273272.239; 0.0; 10292373.367; 24.789; 89.24; 
   27.13; 4; 740; 0.28; 24.789; 53.919; 0.156; 412.29; 305091.64; 271531.56; 0.0; 10301424.419; 24.799; 89.276; 
   27.17; 4; 740; 0.28; 24.799; 53.941; 0.156; 412.29; 305091.64; 271531.56; 0.0; 10310475.471; 24.81; 89.316; 
   27.20; 4; 740; 0.28; 24.81; 53.965; 0.156; 412.29; 305091.64; 271531.56; 0.0; 10319526.523; 24.821; 89.356; 
   27.23; 4; 740; 0.28; 24.821; 53.989; 0.156; 412.29; 305091.64; 271531.56; 0.0; 10328577.575; 24.832; 89.395; 
   27.27; 4; 740; 0.28; 24.832; 54.013; 0.156; 412.29; 305091.64; 271531.56; 0.0; 10337628.627; 24.843; 89.435; 
   27.30; 4; 740; 0.28; 24.843; 54.036; 0.156; 412.29; 305091.64; 271531.56; 0.0; 10346679.679; 24.854; 89.474; 
   27.33; 4; 740; 0.28; 24.854; 54.06; 0.156; 412.29; 305091.64; 271531.56; 0.0; 10355730.731; 24.865; 89.514; 
   27.37; 4; 740; 0.28; 24.865; 54.084; 0.156; 412.29; 305091.64; 271531.56; 0.0; 10364781.783; 24.876; 89.554; 
   27.40; 4; 740; 0.28; 24.876; 54.108; 0.156; 412.29; 305091.64; 271531.56; 0.0; 10373832.835; 24.886; 89.59; 
   27.43; 4; 740; 0.28; 24.886; 54.13; 0.156; 412.29; 305091.64; 271531.56; 0.0; 10382883.887; 24.897; 89.629; 
   27.47; 4; 740; 0.28; 24.897; 54.154; 0.156; 412.29; 305091.64; 271531.56; 0.0; 10391934.939; 24.908; 89.669; 
   27.50; 4; 740; 0.28; 24.908; 54.178; 0.156; 412.29; 305091.64; 271531.56; 0.0; 10400985.991; 24.919; 89.708; 
   27.53; 4; 740; 0.28; 24.919; 54.202; 0.156; 412.29; 305091.64; 271531.56; 0.0; 10410037.043; 24.93; 89.748; 
   27.57; 4; 740; 0.28; 24.93; 54.226; 0.156; 412.29; 305091.64; 271531.56; 0.0; 10419088.095; 24.941; 89.788; 
   27.60; 4; 740; 0.28; 24.941; 54.25; 0.156; 412.29; 305091.64; 271531.56; 0.0; 10428139.147; 24.951; 89.824; 
   27.63; 4; 740; 0.28; 24.951; 54.271; 0.156; 412.29; 305091.64; 271531.56; 0.0; 10437190.199; 24.962; 89.863; 
   27.67; 4; 740; 0.28; 24.962; 54.295; 0.156; 412.29; 305091.64; 271531.56; 0.0; 10446241.251; 24.973; 89.903; 
   27.70; 4; 740; 0.28; 24.973; 54.319; 0.155; 409.64; 303135.82; 269790.88; 0.0; 10455234.28; 24.984; 89.942; 
   27.73; 4; 740; 0.28; 24.984; 54.343; 0.155; 409.64; 303135.82; 269790.88; 0.0; 10464227.309; 24.995; 89.982; 
   27.77; 4; 740; 0.28; 24.995; 54.367; 0.155; 409.64; 303135.82; 269790.88; 0.0; 10473220.338; 25.005; 90.018; 
   27.80; 4; 740; 0.28; 25.005; 54.389; 0.155; 409.64; 303135.82; 269790.88; 0.0; 10482213.367; 25.016; 90.058; 
   27.83; 4; 740; 0.28; 25.016; 54.413; 0.155; 409.64; 303135.82; 269790.88; 0.0; 10491206.396; 25.027; 90.097; 
   27.87; 4; 740; 0.28; 25.027; 54.437; 0.155; 409.64; 303135.82; 269790.88; 0.0; 10500199.425; 25.038; 90.137; 
   27.90; 4; 740; 0.28; 25.038; 54.461; 0.155; 409.64; 303135.82; 269790.88; 0.0; 10509192.454; 25.048; 90.173; 
   27.93; 4; 740; 0.28; 25.048; 54.482; 0.155; 409.64; 303135.82; 269790.88; 0.0; 10518185.483; 25.059; 90.212; 
   27.97; 4; 740; 0.28; 25.059; 54.506; 0.155; 409.64; 303135.82; 269790.88; 0.0; 10527178.512; 25.07; 90.252; 
   28.00; 4; 740; 0.28; 25.07; 54.53; 0.155; 409.64; 303135.82; 269790.88; 0.0; 10536171.541; 25.08; 90.288; 
   28.03; 4; 740; 0.28; 25.08; 54.552; 0.155; 409.64; 303135.82; 269790.88; 0.0; 10545164.57; 25.091; 90.328; 
   28.07; 4; 740; 0.28; 25.091; 54.576; 0.155; 409.64; 303135.82; 269790.88; 0.0; 10554157.599; 25.102; 90.367; 
   28.10; 4; 740; 0.28; 25.102; 54.6; 0.155; 409.64; 303135.82; 269790.88; 0.0; 10563150.628; 25.112; 90.403; 
   28.13; 4; 740; 0.28; 25.112; 54.622; 0.155; 409.64; 303135.82; 269790.88; 0.0; 10572143.657; 25.123; 90.443; 
   28.17; 4; 740; 0.28; 25.123; 54.645; 0.155; 409.64; 303135.82; 269790.88; 0.0; 10581136.686; 25.134; 90.482; 
   28.20; 4; 740; 0.28; 25.134; 54.669; 0.155; 409.64; 303135.82; 269790.88; 0.0; 10590129.715; 25.145; 90.522; 
   28.23; 4; 740; 0.28; 25.145; 54.693; 0.155; 409.64; 303135.82; 269790.88; 0.0; 10599122.744; 25.155; 90.558; 
   28.27; 4; 740; 0.28; 25.155; 54.715; 0.155; 409.64; 303135.82; 269790.88; 0.0; 10608115.773; 25.166; 90.598; 
   28.30; 4; 740; 0.28; 25.166; 54.739; 0.154; 407.0; 301180.0; 268050.2; 0.0; 10617050.78; 25.176; 90.634; 
   28.33; 4; 740; 0.28; 25.176; 54.761; 0.154; 407.0; 301180.0; 268050.2; 0.0; 10625985.787; 25.187; 90.673; 
   28.37; 4; 740; 0.28; 25.187; 54.785; 0.154; 407.0; 301180.0; 268050.2; 0.0; 10634920.794; 25.198; 90.713; 
   28.40; 4; 740; 0.28; 25.198; 54.809; 0.154; 407.0; 301180.0; 268050.2; 0.0; 10643855.801; 25.208; 90.749; 
   28.43; 4; 740; 0.28; 25.208; 54.83; 0.154; 407.0; 301180.0; 268050.2; 0.0; 10652790.808; 25.219; 90.788; 
   28.47; 4; 740; 0.28; 25.219; 54.854; 0.154; 407.0; 301180.0; 268050.2; 0.0; 10661725.815; 25.229; 90.824; 
   28.50; 4; 740; 0.28; 25.229; 54.876; 0.154; 407.0; 301180.0; 268050.2; 0.0; 10670660.822; 25.24; 90.864; 
   28.53; 4; 740; 0.28; 25.24; 54.9; 0.154; 407.0; 301180.0; 268050.2; 0.0; 10679595.829; 25.251; 90.904; 
   28.57; 4; 740; 0.28; 25.251; 54.924; 0.154; 407.0; 301180.0; 268050.2; 0.0; 10688530.836; 25.261; 90.94; 
   28.60; 4; 740; 0.28; 25.261; 54.946; 0.154; 407.0; 301180.0; 268050.2; 0.0; 10697465.843; 25.272; 90.979; 
   28.63; 4; 740; 0.28; 25.272; 54.97; 0.154; 407.0; 301180.0; 268050.2; 0.0; 10706400.85; 25.282; 91.015; 
   28.67; 4; 740; 0.28; 25.282; 54.991; 0.154; 407.0; 301180.0; 268050.2; 0.0; 10715335.857; 25.293; 91.055; 
   28.70; 4; 740; 0.28; 25.293; 55.015; 0.154; 407.0; 301180.0; 268050.2; 0.0; 10724270.864; 25.303; 91.091; 
   28.73; 4; 740; 0.28; 25.303; 55.037; 0.154; 407.0; 301180.0; 268050.2; 0.0; 10733205.871; 25.314; 91.13; 
   28.77; 4; 740; 0.28; 25.314; 55.061; 0.154; 407.0; 301180.0; 268050.2; 0.0; 10742140.878; 25.324; 91.166; 
   28.80; 4; 740; 0.28; 25.324; 55.083; 0.154; 407.0; 301180.0; 268050.2; 0.0; 10751075.885; 25.335; 91.206; 
   28.83; 4; 740; 0.28; 25.335; 55.107; 0.154; 407.0; 301180.0; 268050.2; 0.0; 10760010.892; 25.345; 91.242; 
   28.87; 4; 740; 0.28; 25.345; 55.128; 0.154; 407.0; 301180.0; 268050.2; 0.0; 10768945.899; 25.356; 91.282; 
   28.90; 4; 740; 0.28; 25.356; 55.152; 0.153; 404.36; 299224.18; 266309.52; 0.0; 10777822.883; 25.366; 91.318; 
   28.93; 4; 740; 0.28; 25.366; 55.174; 0.153; 404.36; 299224.18; 266309.52; 0.0; 10786699.867; 25.377; 91.357; 
   28.97; 4; 740; 0.28; 25.377; 55.198; 0.153; 404.36; 299224.18; 266309.52; 0.0; 10795576.851; 25.387; 91.393; 
   29.00; 4; 740; 0.28; 25.387; 55.22; 0.153; 404.36; 299224.18; 266309.52; 0.0; 10804453.835; 25.398; 91.433; 
   29.03; 4; 740; 0.28; 25.398; 55.244; 0.153; 404.36; 299224.18; 266309.52; 0.0; 10813330.819; 25.408; 91.469; 
   29.07; 4; 740; 0.28; 25.408; 55.265; 0.153; 404.36; 299224.18; 266309.52; 0.0; 10822207.803; 25.419; 91.508; 
   29.10; 4; 740; 0.28; 25.419; 55.289; 0.153; 404.36; 299224.18; 266309.52; 0.0; 10831084.787; 25.429; 91.544; 
   29.13; 4; 740; 0.28; 25.429; 55.311; 0.153; 404.36; 299224.18; 266309.52; 0.0; 10839961.771; 25.439; 91.58; 
   29.17; 4; 740; 0.28; 25.439; 55.333; 0.153; 404.36; 299224.18; 266309.52; 0.0; 10848838.755; 25.45; 91.62; 
   29.20; 4; 740; 0.28; 25.45; 55.357; 0.153; 404.36; 299224.18; 266309.52; 0.0; 10857715.739; 25.46; 91.656; 
   29.23; 4; 740; 0.28; 25.46; 55.378; 0.153; 404.36; 299224.18; 266309.52; 0.0; 10866592.723; 25.471; 91.696; 
   29.27; 4; 740; 0.28; 25.471; 55.402; 0.153; 404.36; 299224.18; 266309.52; 0.0; 10875469.707; 25.481; 91.732; 
   29.30; 4; 740; 0.28; 25.481; 55.424; 0.153; 404.36; 299224.18; 266309.52; 0.0; 10884346.691; 25.491; 91.768; 
   29.33; 4; 740; 0.28; 25.491; 55.446; 0.153; 404.36; 299224.18; 266309.52; 0.0; 10893223.675; 25.502; 91.807; 
   29.37; 4; 740; 0.28; 25.502; 55.47; 0.153; 404.36; 299224.18; 266309.52; 0.0; 10902100.659; 25.512; 91.843; 
   29.40; 4; 740; 0.28; 25.512; 55.492; 0.153; 404.36; 299224.18; 266309.52; 0.0; 10910977.643; 25.523; 91.883; 
   29.43; 4; 740; 0.28; 25.523; 55.516; 0.153; 404.36; 299224.18; 266309.52; 0.0; 10919854.627; 25.533; 91.919; 
   29.47; 4; 740; 0.28; 25.533; 55.537; 0.153; 404.36; 299224.18; 266309.52; 0.0; 10928731.611; 25.543; 91.955; 
   29.50; 4; 740; 0.28; 25.543; 55.559; 0.153; 404.36; 299224.18; 266309.52; 0.0; 10937608.595; 25.554; 91.994; 
   29.53; 4; 740; 0.28; 25.554; 55.583; 0.152; 401.71; 297268.36; 264568.84; 0.0; 10946427.556; 25.564; 92.03; 
   29.57; 4; 740; 0.28; 25.564; 55.605; 0.152; 401.71; 297268.36; 264568.84; 0.0; 10955246.517; 25.574; 92.066; 
   29.60; 4; 740; 0.28; 25.574; 55.626; 0.152; 401.71; 297268.36; 264568.84; 0.0; 10964065.478; 25.585; 92.106; 
   29.63; 4; 740; 0.28; 25.585; 55.65; 0.152; 401.71; 297268.36; 264568.84; 0.0; 10972884.439; 25.595; 92.142; 
   29.67; 4; 740; 0.28; 25.595; 55.672; 0.152; 401.71; 297268.36; 264568.84; 0.0; 10981703.4; 25.605; 92.178; 
   29.70; 4; 740; 0.28; 25.605; 55.694; 0.152; 401.71; 297268.36; 264568.84; 0.0; 10990522.361; 25.615; 92.214; 
   29.73; 4; 740; 0.28; 25.615; 55.716; 0.152; 401.71; 297268.36; 264568.84; 0.0; 10999341.322; 25.626; 92.254; 
   29.77; 4; 740; 0.28; 25.626; 55.74; 0.152; 401.71; 297268.36; 264568.84; 0.0; 11008160.283; 25.636; 92.29; 
   29.80; 4; 740; 0.28; 25.636; 55.761; 0.152; 401.71; 297268.36; 264568.84; 0.0; 11016979.244; 25.646; 92.326; 
   29.83; 4; 740; 0.28; 25.646; 55.783; 0.152; 401.71; 297268.36; 264568.84; 0.0; 11025798.205; 25.657; 92.365; 
   29.87; 4; 740; 0.28; 25.657; 55.807; 0.152; 401.71; 297268.36; 264568.84; 0.0; 11034617.166; 25.667; 92.401; 
   29.90; 4; 740; 0.28; 25.667; 55.829; 0.152; 401.71; 297268.36; 264568.84; 0.0; 11043436.127; 25.677; 92.437; 
   29.93; 4; 740; 0.28; 25.677; 55.85; 0.152; 401.71; 297268.36; 264568.84; 0.0; 11052255.088; 25.687; 92.473; 
